# RandomSeed is not predefined. Generated seed value:  8307697398501078500
# variable_neighborhood_search started at: 2024-03-17 12:34:07.535369
# Execution parameters: {'algorithm': 'variable_neighborhood_search', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/comb/ones_count_max_problem/outputs/dimension_10.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/comb/ones_count_max_problem/inputs/dimension_10.txt', 'inputFormat': 'txt', 'finishCriteria': 'evaluations & seconds', 'finishEvaluationsMax': 3000, 'finishIterationsMax': 0, 'finishSecondsMax': 0, 'randomSeed': 0, 'solutionEvaluationCacheIsUsed': True, 'solutionEvaluationCacheMaxSize': 100000, 'solutionDistanceCalculationCacheIsUsed': True, 'solutionDistanceCalculationCacheMaxSize': 300000, 'additionalStatisticsIsActive': True, 'additionalStatisticsKeep': 'none', 'additionalStatisticsMaxLocalOptimaCount': 5, 'kMin': 1, 'kMax': 3, 'localSearchType': 'localSearchBestImprovement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
218	1366	a_i	1111111111	10	10	True	
219	1367	a_i	1111111111	10	10	True	
220	1368	a_i	1111111111	10	10	True	
221	1369	a_i	1111111111	10	10	True	
222	1370	a_i	1111111111	10	10	True	
223	1371	a_i	1111111111	10	10	True	
224	1372	a_i	1111111111	10	10	True	
225	1373	a_i	1111111111	10	10	True	
226	1374	a_i	1111111111	10	10	True	
227	1375	a_i	1111111111	10	10	True	
228	1376	a_i	1111111111	10	10	True	
229	1377	a_i	1111111111	10	10	True	
230	1378	a_i	1111111111	10	10	True	
231	1379	a_i	1111111111	10	10	True	
232	1380	a_i	1111111111	10	10	True	
233	1381	a_i	1111111111	10	10	True	
234	1382	a_i	1111111111	10	10	True	
235	1383	a_i	1111111111	10	10	True	
236	1384	a_i	1111111111	10	10	True	
237	1385	a_i	1111111111	10	10	True	
238	1386	a_i	1111111111	10	10	True	
239	1387	a_i	1111111111	10	10	True	
240	1388	a_i	1111111111	10	10	True	
241	1389	a_i	1111111111	10	10	True	
242	1390	a_i	1111111111	10	10	True	
243	1391	a_i	1111111111	10	10	True	
244	1392	a_i	1111111111	10	10	True	
245	1393	a_i	1111111111	10	10	True	
246	1394	a_i	1111111111	10	10	True	
247	1395	a_i	1111111111	10	10	True	
248	1396	a_i	1111111111	10	10	True	
249	1397	a_i	1111111111	10	10	True	
250	1398	a_i	1111111111	10	10	True	
251	1399	a_i	1111111111	10	10	True	
252	1400	a_i	1111111111	10	10	True	
253	1401	a_i	1111111111	10	10	True	
254	1402	a_i	1111111111	10	10	True	
255	1403	a_i	1111111111	10	10	True	
256	1404	a_i	1111111111	10	10	True	
257	1405	a_i	1111111111	10	10	True	
258	1406	a_i	1111111111	10	10	True	
259	1407	a_i	1111111111	10	10	True	
260	1408	a_i	1111111111	10	10	True	
261	1409	a_i	1111111111	10	10	True	
262	1410	a_i	1111111111	10	10	True	
263	1411	a_i	1111111111	10	10	True	
264	1412	a_i	1111111111	10	10	True	
265	1413	a_i	1111111111	10	10	True	
266	1414	a_i	1111111111	10	10	True	
267	1415	a_i	1111111111	10	10	True	
268	1416	a_i	1111111111	10	10	True	
269	1417	a_i	1111111111	10	10	True	
270	1418	a_i	1111111111	10	10	True	
271	1419	a_i	1111111111	10	10	True	
272	1420	a_i	1111111111	10	10	True	
273	1421	a_i	1111111111	10	10	True	
274	1422	a_i	1111111111	10	10	True	
275	1423	a_i	1111111111	10	10	True	
276	1424	a_i	1111111111	10	10	True	
277	1425	a_i	1111111111	10	10	True	
278	1426	a_i	1111111111	10	10	True	
279	1427	a_i	1111111111	10	10	True	
280	1428	a_i	1111111111	10	10	True	
281	1429	a_i	1111111111	10	10	True	
282	1430	a_i	1111111111	10	10	True	
283	1431	a_i	1111111111	10	10	True	
284	1432	a_i	1111111111	10	10	True	
285	1433	a_i	1111111111	10	10	True	
286	1434	a_i	1111111111	10	10	True	
287	1435	a_i	1111111111	10	10	True	
288	1436	a_i	1111111111	10	10	True	
289	1437	a_i	1111111111	10	10	True	
290	1438	a_i	1111111111	10	10	True	
291	1439	a_i	1111111111	10	10	True	
292	1440	a_i	1111111111	10	10	True	
293	1441	a_i	1111111111	10	10	True	
294	1442	a_i	1111111111	10	10	True	
295	1443	a_i	1111111111	10	10	True	
296	1444	a_i	1111111111	10	10	True	
297	1445	a_i	1111111111	10	10	True	
298	1446	a_i	1111111111	10	10	True	
299	1447	a_i	1111111111	10	10	True	
300	1448	a_i	1111111111	10	10	True	
301	1449	a_i	1111111111	10	10	True	
302	1450	a_i	1111111111	10	10	True	
303	1451	a_i	1111111111	10	10	True	
304	1452	a_i	1111111111	10	10	True	
305	1453	a_i	1111111111	10	10	True	
306	1454	a_i	1111111111	10	10	True	
307	1455	a_i	1111111111	10	10	True	
308	1456	a_i	1111111111	10	10	True	
309	1457	a_i	1111111111	10	10	True	
310	1458	a_i	1111111111	10	10	True	
311	1459	a_i	1111111111	10	10	True	
